cid;grupo_cid;descricao_grupo
W59.6;V01-Y98;Causas externas
W59.7;V01-Y98;Causas externas
W59.8;V01-Y98;Causas externas
W59.9;V01-Y98;Causas externas
W60;V01-Y98;Causas externas
W60.0;V01-Y98;Causas externas
W60.1;V01-Y98;Causas externas
W60.2;V01-Y98;Causas externas
W60.3;V01-Y98;Causas externas
W60.4;V01-Y98;Causas externas
W60.5;V01-Y98;Causas externas
W60.6;V01-Y98;Causas externas
W60.7;V01-Y98;Causas externas
W60.8;V01-Y98;Causas externas
W60.9;V01-Y98;Causas externas
W61;V01-Y98;Causas externas
W61.0;V01-Y98;Causas externas
W61.1;V01-Y98;Causas externas
W61.2;V01-Y98;Causas externas
W61.3;V01-Y98;Causas externas
W61.4;V01-Y98;Causas externas
W61.5;V01-Y98;Causas externas
W61.6;V01-Y98;Causas externas
W61.7;V01-Y98;Causas externas
W61.8;V01-Y98;Causas externas
W61.9;V01-Y98;Causas externas
W62;V01-Y98;Causas externas
W62.0;V01-Y98;Causas externas
W62.1;V01-Y98;Causas externas
W62.2;V01-Y98;Causas externas
W62.3;V01-Y98;Causas externas
W62.4;V01-Y98;Causas externas
W62.5;V01-Y98;Causas externas
W62.6;V01-Y98;Causas externas
W62.7;V01-Y98;Causas externas
W62.8;V01-Y98;Causas externas
W62.9;V01-Y98;Causas externas
W63;V01-Y98;Causas externas
W63.0;V01-Y98;Causas externas
W63.1;V01-Y98;Causas externas
W63.2;V01-Y98;Causas externas
W63.3;V01-Y98;Causas externas
W63.4;V01-Y98;Causas externas
W63.5;V01-Y98;Causas externas
W63.6;V01-Y98;Causas externas
W63.7;V01-Y98;Causas externas
W63.8;V01-Y98;Causas externas
W63.9;V01-Y98;Causas externas
W64;V01-Y98;Causas externas
W64.0;V01-Y98;Causas externas
W64.1;V01-Y98;Causas externas
W64.2;V01-Y98;Causas externas
W64.3;V01-Y98;Causas externas
W64.4;V01-Y98;Causas externas
W64.5;V01-Y98;Causas externas
W64.6;V01-Y98;Causas externas
W64.7;V01-Y98;Causas externas
W64.8;V01-Y98;Causas externas
W64.9;V01-Y98;Causas externas
W65;V01-Y98;Causas externas
W65.0;V01-Y98;Causas externas
W65.1;V01-Y98;Causas externas
W65.2;V01-Y98;Causas externas
W65.3;V01-Y98;Causas externas
W65.4;V01-Y98;Causas externas
W65.5;V01-Y98;Causas externas
W65.6;V01-Y98;Causas externas
W65.7;V01-Y98;Causas externas
W65.8;V01-Y98;Causas externas
W65.9;V01-Y98;Causas externas
W66;V01-Y98;Causas externas
W66.0;V01-Y98;Causas externas
W66.1;V01-Y98;Causas externas
W66.2;V01-Y98;Causas externas
W66.3;V01-Y98;Causas externas
W66.4;V01-Y98;Causas externas
W66.5;V01-Y98;Causas externas
W66.6;V01-Y98;Causas externas
W66.7;V01-Y98;Causas externas
W66.8;V01-Y98;Causas externas
W66.9;V01-Y98;Causas externas
W67;V01-Y98;Causas externas
W67.0;V01-Y98;Causas externas
W67.1;V01-Y98;Causas externas
W67.2;V01-Y98;Causas externas
W67.3;V01-Y98;Causas externas
W67.4;V01-Y98;Causas externas
W67.5;V01-Y98;Causas externas
W67.6;V01-Y98;Causas externas
W67.7;V01-Y98;Causas externas
W67.8;V01-Y98;Causas externas
W67.9;V01-Y98;Causas externas
W68;V01-Y98;Causas externas
W68.0;V01-Y98;Causas externas
W68.1;V01-Y98;Causas externas
W68.2;V01-Y98;Causas externas
W68.3;V01-Y98;Causas externas
W68.4;V01-Y98;Causas externas
W68.5;V01-Y98;Causas externas
W68.6;V01-Y98;Causas externas
W68.7;V01-Y98;Causas externas
W68.8;V01-Y98;Causas externas
W68.9;V01-Y98;Causas externas
W69;V01-Y98;Causas externas
W69.0;V01-Y98;Causas externas
W69.1;V01-Y98;Causas externas
W69.2;V01-Y98;Causas externas
W69.3;V01-Y98;Causas externas
W69.4;V01-Y98;Causas externas
W69.5;V01-Y98;Causas externas
W69.6;V01-Y98;Causas externas
W69.7;V01-Y98;Causas externas
W69.8;V01-Y98;Causas externas
W69.9;V01-Y98;Causas externas
W70;V01-Y98;Causas externas
W70.0;V01-Y98;Causas externas
W70.1;V01-Y98;Causas externas
W70.2;V01-Y98;Causas externas
W70.3;V01-Y98;Causas externas
W70.4;V01-Y98;Causas externas
W70.5;V01-Y98;Causas externas
W70.6;V01-Y98;Causas externas
W70.7;V01-Y98;Causas externas
W70.8;V01-Y98;Causas externas
W70.9;V01-Y98;Causas externas
W71;V01-Y98;Causas externas
W71.0;V01-Y98;Causas externas
W71.1;V01-Y98;Causas externas
W71.2;V01-Y98;Causas externas
W71.3;V01-Y98;Causas externas
W71.4;V01-Y98;Causas externas
W71.5;V01-Y98;Causas externas
W71.6;V01-Y98;Causas externas
W71.7;V01-Y98;Causas externas
W71.8;V01-Y98;Causas externas
W71.9;V01-Y98;Causas externas
W72;V01-Y98;Causas externas
W72.0;V01-Y98;Causas externas
W72.1;V01-Y98;Causas externas
W72.2;V01-Y98;Causas externas
W72.3;V01-Y98;Causas externas
W72.4;V01-Y98;Causas externas
W72.5;V01-Y98;Causas externas
W72.6;V01-Y98;Causas externas
W72.7;V01-Y98;Causas externas
W72.8;V01-Y98;Causas externas
W72.9;V01-Y98;Causas externas
W73;V01-Y98;Causas externas
W73.0;V01-Y98;Causas externas
W73.1;V01-Y98;Causas externas
W73.2;V01-Y98;Causas externas
W73.3;V01-Y98;Causas externas
W73.4;V01-Y98;Causas externas
W73.5;V01-Y98;Causas externas
W73.6;V01-Y98;Causas externas
W73.7;V01-Y98;Causas externas
W73.8;V01-Y98;Causas externas
W73.9;V01-Y98;Causas externas
W74;V01-Y98;Causas externas
W74.0;V01-Y98;Causas externas
W74.1;V01-Y98;Causas externas
W74.2;V01-Y98;Causas externas
W74.3;V01-Y98;Causas externas
W74.4;V01-Y98;Causas externas
W74.5;V01-Y98;Causas externas
W74.6;V01-Y98;Causas externas
W74.7;V01-Y98;Causas externas
W74.8;V01-Y98;Causas externas
W74.9;V01-Y98;Causas externas
W75;V01-Y98;Causas externas
W75.0;V01-Y98;Causas externas
W75.1;V01-Y98;Causas externas
W75.2;V01-Y98;Causas externas
W75.3;V01-Y98;Causas externas
W75.4;V01-Y98;Causas externas
W75.5;V01-Y98;Causas externas
W75.6;V01-Y98;Causas externas
W75.7;V01-Y98;Causas externas
W75.8;V01-Y98;Causas externas
W75.9;V01-Y98;Causas externas
W76;V01-Y98;Causas externas
W76.0;V01-Y98;Causas externas
W76.1;V01-Y98;Causas externas
W76.2;V01-Y98;Causas externas
W76.3;V01-Y98;Causas externas
W76.4;V01-Y98;Causas externas
W76.5;V01-Y98;Causas externas
W76.6;V01-Y98;Causas externas
W76.7;V01-Y98;Causas externas
W76.8;V01-Y98;Causas externas
W76.9;V01-Y98;Causas externas
W77;V01-Y98;Causas externas
W77.0;V01-Y98;Causas externas
W77.1;V01-Y98;Causas externas
W77.2;V01-Y98;Causas externas
W77.3;V01-Y98;Causas externas
W77.4;V01-Y98;Causas externas
W77.5;V01-Y98;Causas externas
W77.6;V01-Y98;Causas externas
W77.7;V01-Y98;Causas externas
W77.8;V01-Y98;Causas externas
W77.9;V01-Y98;Causas externas
W78;V01-Y98;Causas externas
W78.0;V01-Y98;Causas externas
W78.1;V01-Y98;Causas externas
W78.2;V01-Y98;Causas externas
W78.3;V01-Y98;Causas externas
W78.4;V01-Y98;Causas externas
W78.5;V01-Y98;Causas externas
W78.6;V01-Y98;Causas externas
W78.7;V01-Y98;Causas externas
W78.8;V01-Y98;Causas externas
W78.9;V01-Y98;Causas externas
W79;V01-Y98;Causas externas
W79.0;V01-Y98;Causas externas
W79.1;V01-Y98;Causas externas
W79.2;V01-Y98;Causas externas
W79.3;V01-Y98;Causas externas
W79.4;V01-Y98;Causas externas
W79.5;V01-Y98;Causas externas
W79.6;V01-Y98;Causas externas
W79.7;V01-Y98;Causas externas
W79.8;V01-Y98;Causas externas
W79.9;V01-Y98;Causas externas
W80;V01-Y98;Causas externas
W80.0;V01-Y98;Causas externas
W80.1;V01-Y98;Causas externas
W80.2;V01-Y98;Causas externas
W80.3;V01-Y98;Causas externas
W80.4;V01-Y98;Causas externas
W80.5;V01-Y98;Causas externas
W80.6;V01-Y98;Causas externas
W80.7;V01-Y98;Causas externas
W80.8;V01-Y98;Causas externas
W80.9;V01-Y98;Causas externas
W81;V01-Y98;Causas externas
W81.0;V01-Y98;Causas externas
W81.1;V01-Y98;Causas externas
W81.2;V01-Y98;Causas externas
W81.3;V01-Y98;Causas externas
W81.4;V01-Y98;Causas externas
W81.5;V01-Y98;Causas externas
W81.6;V01-Y98;Causas externas
W81.7;V01-Y98;Causas externas
W81.8;V01-Y98;Causas externas
W81.9;V01-Y98;Causas externas
W82;V01-Y98;Causas externas
W82.0;V01-Y98;Causas externas
W82.1;V01-Y98;Causas externas
W82.2;V01-Y98;Causas externas
W82.3;V01-Y98;Causas externas
W82.4;V01-Y98;Causas externas
W82.5;V01-Y98;Causas externas
W82.6;V01-Y98;Causas externas
W82.7;V01-Y98;Causas externas
W82.8;V01-Y98;Causas externas
W82.9;V01-Y98;Causas externas
W83;V01-Y98;Causas externas
W83.0;V01-Y98;Causas externas
W83.1;V01-Y98;Causas externas
W83.2;V01-Y98;Causas externas
W83.3;V01-Y98;Causas externas
W83.4;V01-Y98;Causas externas
W83.5;V01-Y98;Causas externas
W83.6;V01-Y98;Causas externas
W83.7;V01-Y98;Causas externas
W83.8;V01-Y98;Causas externas
W83.9;V01-Y98;Causas externas
W84;V01-Y98;Causas externas
W84.0;V01-Y98;Causas externas
W84.1;V01-Y98;Causas externas
W84.2;V01-Y98;Causas externas
W84.3;V01-Y98;Causas externas
W84.4;V01-Y98;Causas externas
W84.5;V01-Y98;Causas externas
W84.6;V01-Y98;Causas externas
W84.7;V01-Y98;Causas externas
W84.8;V01-Y98;Causas externas
W84.9;V01-Y98;Causas externas
W85;V01-Y98;Causas externas
W85.0;V01-Y98;Causas externas
W85.1;V01-Y98;Causas externas
W85.2;V01-Y98;Causas externas
W85.3;V01-Y98;Causas externas
W85.4;V01-Y98;Causas externas
W85.5;V01-Y98;Causas externas
W85.6;V01-Y98;Causas externas
W85.7;V01-Y98;Causas externas
W85.8;V01-Y98;Causas externas
W85.9;V01-Y98;Causas externas
W86;V01-Y98;Causas externas
W86.0;V01-Y98;Causas externas
W86.1;V01-Y98;Causas externas
W86.2;V01-Y98;Causas externas
W86.3;V01-Y98;Causas externas
W86.4;V01-Y98;Causas externas
W86.5;V01-Y98;Causas externas
W86.6;V01-Y98;Causas externas
W86.7;V01-Y98;Causas externas
W86.8;V01-Y98;Causas externas
W86.9;V01-Y98;Causas externas
W87;V01-Y98;Causas externas
W87.0;V01-Y98;Causas externas
W87.1;V01-Y98;Causas externas
W87.2;V01-Y98;Causas externas
W87.3;V01-Y98;Causas externas
W87.4;V01-Y98;Causas externas
W87.5;V01-Y98;Causas externas
W87.6;V01-Y98;Causas externas
W87.7;V01-Y98;Causas externas
W87.8;V01-Y98;Causas externas
W87.9;V01-Y98;Causas externas
W88;V01-Y98;Causas externas
W88.0;V01-Y98;Causas externas
W88.1;V01-Y98;Causas externas
W88.2;V01-Y98;Causas externas
W88.3;V01-Y98;Causas externas
W88.4;V01-Y98;Causas externas
W88.5;V01-Y98;Causas externas
W88.6;V01-Y98;Causas externas
W88.7;V01-Y98;Causas externas
W88.8;V01-Y98;Causas externas
W88.9;V01-Y98;Causas externas
W89;V01-Y98;Causas externas
W89.0;V01-Y98;Causas externas
W89.1;V01-Y98;Causas externas
W89.2;V01-Y98;Causas externas
W89.3;V01-Y98;Causas externas
W89.4;V01-Y98;Causas externas
W89.5;V01-Y98;Causas externas
W89.6;V01-Y98;Causas externas
W89.7;V01-Y98;Causas externas
W89.8;V01-Y98;Causas externas
W89.9;V01-Y98;Causas externas
W90;V01-Y98;Causas externas
W90.0;V01-Y98;Causas externas
W90.1;V01-Y98;Causas externas
W90.2;V01-Y98;Causas externas
W90.3;V01-Y98;Causas externas
W90.4;V01-Y98;Causas externas
W90.5;V01-Y98;Causas externas
W90.6;V01-Y98;Causas externas
W90.7;V01-Y98;Causas externas
W90.8;V01-Y98;Causas externas
W90.9;V01-Y98;Causas externas
W91;V01-Y98;Causas externas
W91.0;V01-Y98;Causas externas
W91.1;V01-Y98;Causas externas
W91.2;V01-Y98;Causas externas
W91.3;V01-Y98;Causas externas
W91.4;V01-Y98;Causas externas
W91.5;V01-Y98;Causas externas
W91.6;V01-Y98;Causas externas
W91.7;V01-Y98;Causas externas
W91.8;V01-Y98;Causas externas
W91.9;V01-Y98;Causas externas
W92;V01-Y98;Causas externas
W92.0;V01-Y98;Causas externas
W92.1;V01-Y98;Causas externas
W92.2;V01-Y98;Causas externas
W92.3;V01-Y98;Causas externas
W92.4;V01-Y98;Causas externas
W92.5;V01-Y98;Causas externas
W92.6;V01-Y98;Causas externas
W92.7;V01-Y98;Causas externas
W92.8;V01-Y98;Causas externas
W92.9;V01-Y98;Causas externas
W93;V01-Y98;Causas externas
W93.0;V01-Y98;Causas externas
W93.1;V01-Y98;Causas externas
W93.2;V01-Y98;Causas externas
W93.3;V01-Y98;Causas externas
W93.4;V01-Y98;Causas externas
W93.5;V01-Y98;Causas externas
W93.6;V01-Y98;Causas externas
W93.7;V01-Y98;Causas externas
W93.8;V01-Y98;Causas externas
W93.9;V01-Y98;Causas externas
W94;V01-Y98;Causas externas
W94.0;V01-Y98;Causas externas
W94.1;V01-Y98;Causas externas
W94.2;V01-Y98;Causas externas
W94.3;V01-Y98;Causas externas
W94.4;V01-Y98;Causas externas
W94.5;V01-Y98;Causas externas
W94.6;V01-Y98;Causas externas
W94.7;V01-Y98;Causas externas
W94.8;V01-Y98;Causas externas
W94.9;V01-Y98;Causas externas
W95;V01-Y98;Causas externas
W95.0;V01-Y98;Causas externas
W95.1;V01-Y98;Causas externas
W95.2;V01-Y98;Causas externas
W95.3;V01-Y98;Causas externas
W95.4;V01-Y98;Causas externas
W95.5;V01-Y98;Causas externas
W95.6;V01-Y98;Causas externas
W95.7;V01-Y98;Causas externas
W95.8;V01-Y98;Causas externas
W95.9;V01-Y98;Causas externas
W96;V01-Y98;Causas externas
W96.0;V01-Y98;Causas externas
W96.1;V01-Y98;Causas externas
W96.2;V01-Y98;Causas externas
W96.3;V01-Y98;Causas externas
W96.4;V01-Y98;Causas externas
W96.5;V01-Y98;Causas externas
W96.6;V01-Y98;Causas externas
W96.7;V01-Y98;Causas externas
W96.8;V01-Y98;Causas externas
W96.9;V01-Y98;Causas externas
W97;V01-Y98;Causas externas
W97.0;V01-Y98;Causas externas
W97.1;V01-Y98;Causas externas
W97.2;V01-Y98;Causas externas
W97.3;V01-Y98;Causas externas
W97.4;V01-Y98;Causas externas
W97.5;V01-Y98;Causas externas
W97.6;V01-Y98;Causas externas
W97.7;V01-Y98;Causas externas
W97.8;V01-Y98;Causas externas
W97.9;V01-Y98;Causas externas
W98;V01-Y98;Causas externas
W98.0;V01-Y98;Causas externas
W98.1;V01-Y98;Causas externas
W98.2;V01-Y98;Causas externas
W98.3;V01-Y98;Causas externas
W98.4;V01-Y98;Causas externas
W98.5;V01-Y98;Causas externas
W98.6;V01-Y98;Causas externas
W98.7;V01-Y98;Causas externas
W98.8;V01-Y98;Causas externas
W98.9;V01-Y98;Causas externas
W99;V01-Y98;Causas externas
W99.0;V01-Y98;Causas externas
W99.1;V01-Y98;Causas externas
W99.2;V01-Y98;Causas externas
W99.3;V01-Y98;Causas externas
W99.4;V01-Y98;Causas externas
W99.5;V01-Y98;Causas externas
W99.6;V01-Y98;Causas externas
W99.7;V01-Y98;Causas externas
W99.8;V01-Y98;Causas externas
W99.9;V01-Y98;Causas externas
X00;V01-Y98;Causas externas
X00.0;V01-Y98;Causas externas
X00.1;V01-Y98;Causas externas
X00.2;V01-Y98;Causas externas
X00.3;V01-Y98;Causas externas
X00.4;V01-Y98;Causas externas
X00.5;V01-Y98;Causas externas
X00.6;V01-Y98;Causas externas
X00.7;V01-Y98;Causas externas
X00.8;V01-Y98;Causas externas
X00.9;V01-Y98;Causas externas
X01;V01-Y98;Causas externas
X01.0;V01-Y98;Causas externas
X01.1;V01-Y98;Causas externas
X01.2;V01-Y98;Causas externas
X01.3;V01-Y98;Causas externas
X01.4;V01-Y98;Causas externas
X01.5;V01-Y98;Causas externas
X01.6;V01-Y98;Causas externas
X01.7;V01-Y98;Causas externas
X01.8;V01-Y98;Causas externas
X01.9;V01-Y98;Causas externas
X02;V01-Y98;Causas externas
X02.0;V01-Y98;Causas externas
X02.1;V01-Y98;Causas externas
X02.2;V01-Y98;Causas externas
X02.3;V01-Y98;Causas externas
X02.4;V01-Y98;Causas externas
X02.5;V01-Y98;Causas externas
X02.6;V01-Y98;Causas externas
X02.7;V01-Y98;Causas externas
X02.8;V01-Y98;Causas externas
X02.9;V01-Y98;Causas externas
X03;V01-Y98;Causas externas
X03.0;V01-Y98;Causas externas
X03.1;V01-Y98;Causas externas
X03.2;V01-Y98;Causas externas
X03.3;V01-Y98;Causas externas
X03.4;V01-Y98;Causas externas
X03.5;V01-Y98;Causas externas
X03.6;V01-Y98;Causas externas
X03.7;V01-Y98;Causas externas
X03.8;V01-Y98;Causas externas
X03.9;V01-Y98;Causas externas
X04;V01-Y98;Causas externas
X04.0;V01-Y98;Causas externas
X04.1;V01-Y98;Causas externas
X04.2;V01-Y98;Causas externas
X04.3;V01-Y98;Causas externas
X04.4;V01-Y98;Causas externas
X04.5;V01-Y98;Causas externas
X04.6;V01-Y98;Causas externas
X04.7;V01-Y98;Causas externas
X04.8;V01-Y98;Causas externas
X04.9;V01-Y98;Causas externas
X05;V01-Y98;Causas externas
X05.0;V01-Y98;Causas externas
X05.1;V01-Y98;Causas externas
X05.2;V01-Y98;Causas externas
X05.3;V01-Y98;Causas externas
X05.4;V01-Y98;Causas externas
X05.5;V01-Y98;Causas externas
X05.6;V01-Y98;Causas externas
X05.7;V01-Y98;Causas externas
X05.8;V01-Y98;Causas externas
X05.9;V01-Y98;Causas externas
X06;V01-Y98;Causas externas
X06.0;V01-Y98;Causas externas
X06.1;V01-Y98;Causas externas
X06.2;V01-Y98;Causas externas
X06.3;V01-Y98;Causas externas
X06.4;V01-Y98;Causas externas
X06.5;V01-Y98;Causas externas
X06.6;V01-Y98;Causas externas
X06.7;V01-Y98;Causas externas
X06.8;V01-Y98;Causas externas
X06.9;V01-Y98;Causas externas
X07;V01-Y98;Causas externas
X07.0;V01-Y98;Causas externas
X07.1;V01-Y98;Causas externas
X07.2;V01-Y98;Causas externas
X07.3;V01-Y98;Causas externas
X07.4;V01-Y98;Causas externas
X07.5;V01-Y98;Causas externas
X07.6;V01-Y98;Causas externas
X07.7;V01-Y98;Causas externas
X07.8;V01-Y98;Causas externas
X07.9;V01-Y98;Causas externas
X08;V01-Y98;Causas externas
X08.0;V01-Y98;Causas externas
X08.1;V01-Y98;Causas externas
X08.2;V01-Y98;Causas externas
X08.3;V01-Y98;Causas externas
X08.4;V01-Y98;Causas externas
X08.5;V01-Y98;Causas externas
X08.6;V01-Y98;Causas externas
X08.7;V01-Y98;Causas externas
X08.8;V01-Y98;Causas externas
X08.9;V01-Y98;Causas externas
X09;V01-Y98;Causas externas
X09.0;V01-Y98;Causas externas
X09.1;V01-Y98;Causas externas
X09.2;V01-Y98;Causas externas
X09.3;V01-Y98;Causas externas
X09.4;V01-Y98;Causas externas
X09.5;V01-Y98;Causas externas
X09.6;V01-Y98;Causas externas
X09.7;V01-Y98;Causas externas
X09.8;V01-Y98;Causas externas
X09.9;V01-Y98;Causas externas
X10;V01-Y98;Causas externas
X10.0;V01-Y98;Causas externas
X10.1;V01-Y98;Causas externas
X10.2;V01-Y98;Causas externas
X10.3;V01-Y98;Causas externas
X10.4;V01-Y98;Causas externas
X10.5;V01-Y98;Causas externas
X10.6;V01-Y98;Causas externas
X10.7;V01-Y98;Causas externas
X10.8;V01-Y98;Causas externas
X10.9;V01-Y98;Causas externas
X11;V01-Y98;Causas externas
X11.0;V01-Y98;Causas externas
X11.1;V01-Y98;Causas externas
X11.2;V01-Y98;Causas externas
X11.3;V01-Y98;Causas externas
X11.4;V01-Y98;Causas externas
X11.5;V01-Y98;Causas externas
X11.6;V01-Y98;Causas externas
X11.7;V01-Y98;Causas externas
X11.8;V01-Y98;Causas externas
X11.9;V01-Y98;Causas externas
X12;V01-Y98;Causas externas
X12.0;V01-Y98;Causas externas
X12.1;V01-Y98;Causas externas
X12.2;V01-Y98;Causas externas
X12.3;V01-Y98;Causas externas
X12.4;V01-Y98;Causas externas
X12.5;V01-Y98;Causas externas
X12.6;V01-Y98;Causas externas
X12.7;V01-Y98;Causas externas
X12.8;V01-Y98;Causas externas
X12.9;V01-Y98;Causas externas
X13;V01-Y98;Causas externas
X13.0;V01-Y98;Causas externas
X13.1;V01-Y98;Causas externas
X13.2;V01-Y98;Causas externas
X13.3;V01-Y98;Causas externas
X13.4;V01-Y98;Causas externas
X13.5;V01-Y98;Causas externas
X13.6;V01-Y98;Causas externas
X13.7;V01-Y98;Causas externas
X13.8;V01-Y98;Causas externas
X13.9;V01-Y98;Causas externas
X14;V01-Y98;Causas externas
X14.0;V01-Y98;Causas externas
X14.1;V01-Y98;Causas externas
X14.2;V01-Y98;Causas externas
X14.3;V01-Y98;Causas externas
X14.4;V01-Y98;Causas externas
X14.5;V01-Y98;Causas externas
X14.6;V01-Y98;Causas externas
X14.7;V01-Y98;Causas externas
X14.8;V01-Y98;Causas externas
X14.9;V01-Y98;Causas externas
X15;V01-Y98;Causas externas
X15.0;V01-Y98;Causas externas
X15.1;V01-Y98;Causas externas
X15.2;V01-Y98;Causas externas
X15.3;V01-Y98;Causas externas
X15.4;V01-Y98;Causas externas
X15.5;V01-Y98;Causas externas
X15.6;V01-Y98;Causas externas
X15.7;V01-Y98;Causas externas
X15.8;V01-Y98;Causas externas
X15.9;V01-Y98;Causas externas
X16;V01-Y98;Causas externas
X16.0;V01-Y98;Causas externas
X16.1;V01-Y98;Causas externas
X16.2;V01-Y98;Causas externas
X16.3;V01-Y98;Causas externas
X16.4;V01-Y98;Causas externas
X16.5;V01-Y98;Causas externas
X16.6;V01-Y98;Causas externas
X16.7;V01-Y98;Causas externas
X16.8;V01-Y98;Causas externas
X16.9;V01-Y98;Causas externas
X17;V01-Y98;Causas externas
X17.0;V01-Y98;Causas externas
X17.1;V01-Y98;Causas externas
X17.2;V01-Y98;Causas externas
X17.3;V01-Y98;Causas externas
X17.4;V01-Y98;Causas externas
X17.5;V01-Y98;Causas externas
X17.6;V01-Y98;Causas externas
X17.7;V01-Y98;Causas externas
X17.8;V01-Y98;Causas externas
X17.9;V01-Y98;Causas externas
X18;V01-Y98;Causas externas
X18.0;V01-Y98;Causas externas
X18.1;V01-Y98;Causas externas
X18.2;V01-Y98;Causas externas
X18.3;V01-Y98;Causas externas
X18.4;V01-Y98;Causas externas
X18.5;V01-Y98;Causas externas
X18.6;V01-Y98;Causas externas
X18.7;V01-Y98;Causas externas
X18.8;V01-Y98;Causas externas
X18.9;V01-Y98;Causas externas
X19;V01-Y98;Causas externas
X19.0;V01-Y98;Causas externas
X19.1;V01-Y98;Causas externas
X19.2;V01-Y98;Causas externas
X19.3;V01-Y98;Causas externas
X19.4;V01-Y98;Causas externas
X19.5;V01-Y98;Causas externas
X19.6;V01-Y98;Causas externas
X19.7;V01-Y98;Causas externas
X19.8;V01-Y98;Causas externas
X19.9;V01-Y98;Causas externas
X20;V01-Y98;Causas externas
X20.0;V01-Y98;Causas externas
X20.1;V01-Y98;Causas externas
X20.2;V01-Y98;Causas externas
X20.3;V01-Y98;Causas externas
X20.4;V01-Y98;Causas externas
X20.5;V01-Y98;Causas externas
X20.6;V01-Y98;Causas externas
X20.7;V01-Y98;Causas externas
X20.8;V01-Y98;Causas externas
X20.9;V01-Y98;Causas externas
X21;V01-Y98;Causas externas
X21.0;V01-Y98;Causas externas
X21.1;V01-Y98;Causas externas
X21.2;V01-Y98;Causas externas
X21.3;V01-Y98;Causas externas
X21.4;V01-Y98;Causas externas
X21.5;V01-Y98;Causas externas
X21.6;V01-Y98;Causas externas
X21.7;V01-Y98;Causas externas
X21.8;V01-Y98;Causas externas
X21.9;V01-Y98;Causas externas
X22;V01-Y98;Causas externas
X22.0;V01-Y98;Causas externas
X22.1;V01-Y98;Causas externas
X22.2;V01-Y98;Causas externas
X22.3;V01-Y98;Causas externas
X22.4;V01-Y98;Causas externas
X22.5;V01-Y98;Causas externas
X22.6;V01-Y98;Causas externas
X22.7;V01-Y98;Causas externas
X22.8;V01-Y98;Causas externas
X22.9;V01-Y98;Causas externas
X23;V01-Y98;Causas externas
X23.0;V01-Y98;Causas externas
X23.1;V01-Y98;Causas externas
X23.2;V01-Y98;Causas externas
X23.3;V01-Y98;Causas externas
X23.4;V01-Y98;Causas externas
X23.5;V01-Y98;Causas externas
X23.6;V01-Y98;Causas externas
X23.7;V01-Y98;Causas externas
X23.8;V01-Y98;Causas externas
X23.9;V01-Y98;Causas externas
X24;V01-Y98;Causas externas
X24.0;V01-Y98;Causas externas
X24.1;V01-Y98;Causas externas
X24.2;V01-Y98;Causas externas
X24.3;V01-Y98;Causas externas
X24.4;V01-Y98;Causas externas
X24.5;V01-Y98;Causas externas
X24.6;V01-Y98;Causas externas
X24.7;V01-Y98;Causas externas
X24.8;V01-Y98;Causas externas
X24.9;V01-Y98;Causas externas
X25;V01-Y98;Causas externas
X25.0;V01-Y98;Causas externas
X25.1;V01-Y98;Causas externas
X25.2;V01-Y98;Causas externas
X25.3;V01-Y98;Causas externas
X25.4;V01-Y98;Causas externas
X25.5;V01-Y98;Causas externas
